6001|218092|0.0
6001|144201|0.0
6001|243899|0.0
6001|746931|0.0
6001|266373|0.0
6001|143202|0.0
6001|546051|0.0
6001|68998|0.0
6001|22665|0.0
6001|671429|0.0
6001|147081|0.0
6001|488823|0.0
6001|349474|0.0
6001|194454|0.0
6001|148903|0.0
6001|212322|0.0
6001|105533|0.0
6001|336994|0.0
6001|301668|0.0
6001|43510|0.0
6001|48320|0.0
6001|67623|0.0
6001|39799|0.0
6001|767223|0.0
6001|318247|0.0
6001|242912|0.0
6001|263580|0.0
6001|780973|0.0
6001|530288|0.0
6001|27062|0.0
6001|585052|0.0
6001|127616|0.0
6001|29413|0.0
6001|368667|0.0
6001|736397|0.0
6001|184525|0.0
6001|766689|0.0
6001|548902|0.0
6001|239829|0.0
6001|187747|0.0
6001|598560|0.0
6001|107760|0.0
6001|739418|0.0
6001|380425|0.0
6001|321846|0.0
6001|68259|0.0
6001|382111|0.0
6001|324528|0.0
6001|146117|0.0
6001|25512|0.0
6001|491260|0.413513513514
6001|428824|0.413513513514
6001|773233|0.270053475936
6001|105072|0.413513513514
6001|204610|0.425531914894
6001|14592|0.398936170213
6001|125461|0.408602150538
6001|212246|0.413513513514
6001|240701|0.413513513514
6001|662982|0.416267942584
6001|368842|0.413513513514
6001|285319|0.410511363636
6001|755689|0.363636363636
6001|491698|0.409793814433
6001|63489|0.332727272727
6001|68582|0.413513513514
6001|62989|0.270053475936
6001|205137|0.43023255814
6001|448020|0.413513513514
6001|748705|0.421487603306
6001|126094|0.421487603306
6001|762616|0.425531914894
6001|696962|0.430735930736
6001|186598|0.332727272727
6001|272453|0.421487603306
6001|689459|0.270053475936
6001|804380|0.427038626609
6001|348077|0.363636363636
6001|625186|0.413513513514
6001|645758|0.413513513514
6001|479791|0.413513513514
6001|51354|0.413513513514
6001|799506|0.413513513514
6001|744008|0.270053475936
6001|538207|0.398936170213
6001|258143|0.405080213904
6001|489931|0.414285714286
6001|453420|0.413513513514
6001|685596|0.414893617021
6001|117266|0.413513513514
6001|16111|0.413513513514
6001|194113|0.421487603306
6001|568370|0.413513513514
6001|466273|0.398936170213
6001|159431|0.413513513514
6001|386262|0.398936170213
6001|200432|0.413513513514
6001|583657|0.413513513514
6001|653005|0.332727272727
6001|295500|0.421487603306
6002|769619|0.0
6002|818361|0.0
6002|246705|0.0
6002|379549|0.0
6002|481530|0.0
6002|258311|0.0
6002|427864|0.0
6002|478526|0.0
6002|185373|0.0
6002|184545|0.0
6002|37763|0.0
6002|483543|0.0
6002|711207|0.0
6002|137586|0.0
6002|549916|0.0
6002|397226|0.0
6002|249399|0.0
6002|402311|0.0
6002|330669|0.0
6002|356147|0.0
6002|324992|0.0
6002|712563|0.0
6002|320847|0.0
6002|463941|0.0
6002|310526|0.0
6002|12595|0.0
6002|815132|0.0
6002|490993|0.0
6002|825179|0.0
6002|548416|0.0
6002|47449|0.0
6002|675397|0.0
6002|824664|0.0
6002|635486|0.0
6002|643726|0.0
6002|233549|0.0
6002|578581|0.0
6002|756217|0.0
6002|745937|0.0
